timestamp_us,x_m,y_m,z_m,yaw_rad
1693922467600141,-103.6891,-8.3538,-11.595,-1.91455
1693922467699875,-103.8342,-8.2964,-11.6058,-1.95903
1693922467800066,-103.9958,-8.1996,-11.591,-1.97576
1693922467900044,-104.1523,-8.1159,-11.5523,-1.99978
1693922467999993,-104.2829,-8.0165,-11.5893,-2.01687
1693922468100111,-104.4294,-7.916,-11.5765,-2.03329
1693922468200012,-104.5646,-7.8284,-11.5671,-2.05114
1693922468300025,-104.6796,-7.7306,-11.5871,-2.06626
1693922468400206,-104.8384,-7.6281,-11.5765,-2.08763
1693922468700276,-105.2385,-7.3211,-11.5504,-2.19926
1693922468800025,-105.3487,-7.2371,-11.5569,-2.15094
1693922468900181,-105.5259,-7.0454,-11.5574,-2.20136
1693922469100154,-105.7359,-6.8562,-11.5527,-2.24832
1693922469200164,-105.8406,-6.7352,-11.5456,-2.24895
1693922469299983,-105.9703,-6.6265,-11.5184,-2.2793
1693922469400174,-106.081,-6.5027,-11.5307,-2.29968
1693922469500034,-106.2317,-6.3234,-11.5302,-2.33327
1693922469700173,-106.3946,-6.1084,-11.5218,-2.38687
1693922469800162,-106.4841,-5.9711,-11.5263,-2.37756
1693922469900225,-106.597,-5.8342,-11.5104,-2.4075
1693922469999981,-106.6842,-5.7224,-11.5266,-2.42468
1693922470100041,-106.7964,-5.5621,-11.5237,-2.45736
1693922470200209,-106.8735,-5.4045,-11.5013,-2.46553
1693922470300142,-106.9514,-5.2693,-11.4988,-2.48937
1693922470400223,-107.0626,-5.1128,-11.5178,-2.50486
1693922470500342,-107.1315,-4.9748,-11.5041,-2.52059
1693922470800244,-107.3608,-4.5216,-11.5085,-2.63738
1693922470900155,-107.4257,-4.3899,-11.525,-2.56589
1693922470999606,-107.4983,-4.1956,-11.5272,-2.61143
1693922471100499,-107.5603,-4.0468,-11.5126,-2.62268
1693922471200089,-107.6215,-3.9032,-11.5252,-2.64368
1693922471300199,-107.6978,-3.7422,-11.534,-2.66066
1693922471400264,-107.7539,-3.5024,-11.5321,-2.6866
1693922471599994,-107.8424,-3.2593,-11.5167,-2.75536
1693922471700019,-107.8876,-3.1045,-11.516,-2.73092
1693922471800202,-107.9333,-2.9238,-11.5401,-2.75843
1693922471900420,-107.967,-2.763,-11.5138,-2.7743
1693922472300376,-108.0794,-2.1329,-11.5116,-2.93306
1693922472400003,-108.1239,-1.9465,-11.5421,-2.81781
1693922472500354,-108.1372,-1.7989,-11.5256,-2.91331
1693922472600311,-108.1587,-1.6377,-11.5111,-2.83832
1693922472700256,-108.1809,-1.4508,-11.5326,-2.85774
1693922472800263,-108.2116,-1.2232,-11.5155,-2.85853
1693922473000273,-108.243,-0.9566,-11.5318,-2.89133
1693922473100236,-108.2597,-0.7987,-11.5212,-2.85993
1693922473200093,-108.2749,-0.648,-11.511,-2.86638
1693922473300222,-108.3058,-0.4646,-11.5253,-2.86916
1693922473400164,-108.3227,-0.3151,-11.5168,-2.86857
1693922473500148,-108.3374,-0.1499,-11.5105,-2.87001
1693922473600144,-108.3507,0.017,-11.5211,-2.87641
1693922473700461,-108.3761,0.2547,-11.5093,-2.87509
1693922474100342,-108.4489,0.8479,-11.5074,-2.93568
1693922474200428,-108.4645,1.0146,-11.5124,-2.9039
1693922474300195,-108.4791,1.1816,-11.5056,-2.94644
1693922474400425,-108.4772,1.3354,-11.501,-2.89634
1693922474500201,-108.499,1.5047,-11.5121,-2.88872
1693922474600333,-108.5205,1.6681,-11.5056,-2.89521
1693922474900476,-108.5494,2.168,-11.5057,-2.95146
1693922474999696,-108.5625,2.3282,-11.5065,-2.94716
1693922475099580,-108.5854,2.4909,-11.5049,-2.91922
1693922475200202,-108.6035,2.6612,-11.5135,-2.93132
1693922475300547,-108.6104,2.8239,-11.4997,-2.93768
1693922475400445,-108.6168,2.9872,-11.4968,-2.94436
1693922475500367,-108.6208,3.1629,-11.4968,-2.94839
1693922475600293,-108.6303,3.3213,-11.4987,-2.95692
1693922475700315,-108.6385,3.4959,-11.508,-2.96183
1693922475800237,-108.6416,3.6649,-11.5023,-2.96859
1693922475900316,-108.6385,3.8215,-11.4895,-2.97187
1693922476000340,-108.6428,3.9852,-11.4961,-2.97728
1693922476100231,-108.6533,4.1586,-11.5073,-2.98131
1693922476200292,-108.6433,4.2944,-11.4975,-2.99177
1693922476300317,-108.6554,4.4761,-11.5092,-2.99659
1693922476400382,-108.6497,4.634,-11.5087,-3.00622
1693922476700474,-108.6402,5.1467,-11.5093,-3.04629
1693922476800317,-108.6356,5.2986,-11.505,-3.04142
1693922477100400,-108.6199,5.8029,-11.5081,-3.04152
1693922477200310,-108.6247,5.9548,-11.5031,-3.03241
1693922477300419,-108.6056,6.2805,-11.5082,-3.0367
1693922477600178,-108.6046,6.6465,-11.5117,-2.98943
1693922477700379,-108.6028,6.8017,-11.5087,-2.99688
1693922477800316,-108.5981,6.9747,-11.5059,-2.99978
1693922478100388,-108.5998,7.4556,-11.5005,-2.98573
1693922478200444,-108.6156,7.6224,-11.5041,-2.97495
1693922478300540,-108.6211,7.8078,-11.5025,-2.99571
1693922478600478,-108.6358,8.3093,-11.5002,-2.98097
1693922478700397,-108.6502,8.4735,-11.4994,-2.97648
1693922478800483,-108.6351,8.6457,-11.5099,-2.99388
1693922478899802,-108.6488,8.8827,-11.5084,-2.99077
1693922479100257,-108.6498,9.16,-11.5127,-2.99632
1693922479200528,-108.6714,9.3163,-11.5076,-2.98063
1693922479300417,-108.6565,9.4897,-11.506,-2.9975
1693922479400359,-108.6577,9.6535,-11.5128,-2.99233
1693922479500525,-108.6721,9.8178,-11.5223,-2.99744
1693922479800452,-108.6728,10.3286,-11.52,-3.01334
1693922480100469,-108.6838,10.9025,-11.5173,-2.97484
1693922480300532,-108.6714,11.1682,-11.5088,-3.02176
1693922480400427,-108.6813,11.3253,-11.5316,-3.00048
1693922480499982,-108.6736,11.7826,-11.517,-3.03239
1693922481200442,-108.6675,12.6525,-11.5044,-3.03895
1693922481300064,-108.6509,12.7736,-11.5275,-3.00358
1693922481400490,-108.6571,12.9351,-11.5235,-3.05416
1693922481900488,-108.645,13.4526,-11.527,-2.99166
1693922482000528,-108.6425,13.5894,-11.5092,-3.01239
1693922482299793,-108.646,13.7224,-11.529,-3.02281
1693922482400627,-108.6425,13.7669,-11.5117,-2.99954
1693922482500508,-108.6485,13.7893,-11.5157,-3.02278
1693922482600440,-108.6444,13.8084,-11.5159,-3.01846
1693922482700574,-108.6515,13.8231,-11.516,-3.02291
1693922483000526,-108.6526,13.7822,-11.5407,-3.01163
1693922483400524,-108.6623,13.7951,-11.5214,-2.99239
1693922483500548,-108.6593,13.7834,-11.53,-3.00586
1693922483900629,-108.641,13.7833,-11.5361,-3.02734
1693922484000527,-108.6585,13.8046,-11.5789,-2.99137
1693922484100552,-108.6773,13.7633,-11.5602,-3.02555
1693922484300613,-108.7125,13.7564,-11.7928,-3.0122
1693922484400707,-108.7433,13.7307,-11.7854,-3.01529
1693922484499599,-108.7095,13.7366,-11.6046,-3.01992
1693922484600571,-108.6827,13.757,-11.561,-3.01058
1693922484700562,-108.6779,13.7976,-11.6808,-3.00016
1693922484800639,-108.4954,13.4699,-12.7932,-2.1225
1693922485000467,-108.4919,13.3312,-12.8869,0.88969
1693922485600536,-108.4891,13.3785,-12.8737,1.06904
1693922486200641,-108.4899,13.3786,-12.8717,1.62466
1693922486300619,-108.4913,13.3787,-12.8703,1.41194
1693922486400634,-108.49,13.3788,-12.87,1.08784
1693922486500637,-108.4903,13.3791,-12.8698,1.30144
1693922486800593,-108.4908,13.379,-12.8697,1.32661
1693922486900698,-108.4909,13.3789,-12.8682,1.35919
1693922487000457,-108.4908,13.3792,-12.8684,1.2842
1693922487300647,-108.4875,13.3789,-12.8678,-0.21421
1693922487400586,-108.4876,13.3783,-12.8678,0.50472
1693922487600668,-108.4872,13.3784,-12.868,0.29241
1693922487900727,-108.4878,13.3788,-12.8673,0.47345
1693922488000590,-108.4879,13.3791,-12.8674,0.27743
1693922488300572,-108.4873,13.3781,-12.868,0.32918
1693922488399559,-108.4877,13.3784,-12.8667,0.32984
1693922488500599,-108.4875,13.3786,-12.8673,0.3853
1693922488700676,-108.4873,13.3785,-12.8676,0.18018
1693922488800625,-108.4879,13.3787,-12.867,0.44013
1693922488900052,-108.4877,13.3787,-12.8673,0.36848
1693922489100748,-108.4881,13.3791,-12.8671,0.39485
1693922489200457,-108.4882,13.3791,-12.8676,0.45905
1693922489400711,-108.4876,13.3804,-12.8666,0.27856
1693922489499968,-108.4876,13.3793,-12.8669,0.51742
1693922489600724,-108.4872,13.3788,-12.8672,0.15485
1693922489800594,-108.4874,13.3794,-12.8672,0.43474
1693922490100130,-108.4867,13.3788,-12.8672,0.01196
1693922490200604,-108.487,13.379,-12.8674,0.32335
1693922490299555,-108.4872,13.3789,-12.867,0.14942
1693922490400251,-108.487,13.3791,-12.8668,0.33013
1693922490700606,-108.4874,13.3789,-12.8664,0.22936
1693922490800654,-108.4872,13.3794,-12.8662,0.28922
1693922490999877,-108.4877,13.3787,-12.8663,0.36063
1693922491099726,-108.4865,13.3781,-12.8665,0.13208
1693922491200575,-108.4869,13.38,-12.8664,0.26302
1693922491300746,-108.4873,13.3792,-12.8669,0.16728
1693922491400592,-108.4873,13.3791,-12.8671,0.38601
1693922491900099,-108.4873,13.3787,-12.867,-0.07975
1693922492000069,-108.4876,13.3791,-12.8669,0.49796
1693922492200701,-108.4873,13.3789,-12.8665,0.10093
1693922492300627,-108.4873,13.379,-12.8664,0.43543
1693922492400642,-108.4871,13.3792,-12.867,0.12232
1693922492600628,-108.4868,13.3788,-12.867,0.50569
1693922492800690,-108.4886,13.3789,-12.8673,0.60829
1693922492900695,-108.4876,13.3789,-12.8666,0.21442
1693922493400717,-108.4877,13.3783,-12.8671,0.34494
1693922493500267,-108.4873,13.3784,-12.867,0.26882
1693922493700424,-108.4879,13.3788,-12.8665,0.3994
1693922493800631,-108.4872,13.3787,-12.8669,0.27511
1693922493999808,-108.4876,13.3783,-12.8674,0.35186
1693922494099879,-108.4876,13.3789,-12.8669,0.28007
1693922494400730,-108.4871,13.3792,-12.8665,0.27956
1693922494500671,-108.4867,13.379,-12.8663,0.12049
1693922494600739,-108.4876,13.3777,-12.867,0.37381
1693922494700646,-108.4877,13.3786,-12.8664,0.31363
1693922494999710,-108.487,13.3797,-12.8664,0.27815
1693922495300774,-108.4867,13.3788,-12.867,0.44419
1693922495400862,-108.4873,13.3784,-12.8669,0.27484
1693922495699884,-108.4876,13.3793,-12.8667,0.18682
1693922495800796,-108.4881,13.3784,-12.8662,0.44232
1693922495900758,-108.4875,13.3794,-12.8664,0.37056
1693922496000721,-108.488,13.3797,-12.8663,0.37464
1693922496199750,-108.4871,13.3788,-12.8665,0.32142
1693922496300728,-108.4877,13.3796,-12.8663,0.36452
1693922496400812,-108.4873,13.3782,-12.8661,0.22282
1693922496500018,-108.4868,13.3786,-12.8665,0.22319
1693922496600686,-108.4878,13.379,-12.8663,0.36479
1693922496799870,-108.4875,13.3795,-12.8664,0.3303
1693922496900813,-108.4877,13.3793,-12.8664,0.43677
1693922496999878,-108.4884,13.3789,-12.8671,0.59295
1693922497100749,-108.4888,13.3792,-12.867,0.70891
1693922497200783,-108.4889,13.3796,-12.8672,0.74276
1693922497500772,-108.488,13.3795,-12.8663,-0.05976
1693922497599904,-108.4884,13.3786,-12.8666,0.34261
1693922497699930,-108.4871,13.3798,-12.8667,0.21457
1693922497800855,-108.4879,13.3791,-12.8663,0.47418
1693922498000901,-108.4872,13.3799,-12.8677,0.04577
1693922498100730,-108.488,13.3795,-12.8665,0.24089
1693922498200840,-108.4909,13.3795,-12.8667,1.42447
1693922498300850,-108.4904,13.3798,-12.8674,1.32506
1693922498400880,-108.4912,13.3793,-12.8668,1.41279
1693922498600747,-108.4916,13.3796,-12.8665,1.3052
1693922498700800,-108.4917,13.379,-12.867,1.48922
1693922498800060,-108.4906,13.3782,-12.8668,1.21935
1693922498900157,-108.4909,13.3796,-12.8668,1.35387
1693922499100010,-108.4905,13.3788,-12.8675,1.32671
1693922499200587,-108.491,13.3793,-12.867,1.41482
1693922499299570,-108.4918,13.3792,-12.8673,1.41483
1693922499399914,-108.4913,13.379,-12.8675,1.42045
1693922499500881,-108.4906,13.3793,-12.8678,1.46964
1693922499599556,-108.491,13.3792,-12.8673,1.39468
1693922499800024,-108.4914,13.3797,-12.8665,1.43626
1693922499900846,-108.4922,13.3793,-12.8672,1.50827
1693922499999662,-108.4878,13.378,-12.8671,0.32449
1693922500099878,-108.487,13.3792,-12.8665,0.42898
1693922500200839,-108.4879,13.3796,-12.8665,0.44479
1693922500300738,-108.488,13.3786,-12.8667,0.30539
1693922500400922,-108.4871,13.3789,-12.8667,0.42858
1693922500500947,-108.4872,13.3788,-12.8674,0.2501
1693922500600825,-108.4869,13.3779,-12.8674,0.26775
1693922500699802,-108.4866,13.3784,-12.8672,0.31764
1693922500800828,-108.4874,13.3788,-12.867,0.31604
1693922501000972,-108.4871,13.3792,-12.8668,0.34044
1693922501100833,-108.4875,13.3791,-12.8667,0.26995
1693922501199547,-108.4875,13.3786,-12.8667,0.46638
1693922501299993,-108.4865,13.3789,-12.8671,0.21592
1693922501399830,-108.4877,13.379,-12.8665,0.40095
1693922501500814,-108.4878,13.378,-12.8663,0.30678
1693922501599848,-108.4866,13.379,-12.8663,0.23498
1693922501699719,-108.4874,13.3787,-12.8661,0.27192
1693922501899870,-108.4871,13.3788,-12.8666,0.43917
1693922502000885,-108.487,13.3794,-12.8668,0.36415
1693922502100836,-108.4879,13.3781,-12.8666,0.37519
1693922502199926,-108.4877,13.3793,-12.8663,0.52197
1693922502300900,-108.4878,13.3791,-12.8662,0.21019
1693922502399986,-108.4879,13.3777,-12.8662,0.35055
1693922502499856,-108.4868,13.3791,-12.8664,0.25636
1693922502599931,-108.4878,13.3791,-12.8664,0.32639
1693922502700808,-108.4879,13.3778,-12.8663,0.25632
1693922502799936,-108.4873,13.3791,-12.8661,0.40176
1693922502900465,-108.4871,13.3797,-12.866,0.21001
1693922502999816,-108.4879,13.3779,-12.8662,0.41243
1693922503100972,-108.4872,13.379,-12.867,0.33494
1693922503199821,-108.4873,13.38,-12.8663,0.26059
1693922503299883,-108.4879,13.3786,-12.8663,0.43544
1693922503399601,-108.4875,13.379,-12.8665,0.4141
1693922503700404,-108.4869,13.3785,-12.8668,0.08304
1693922503799773,-108.4876,13.3796,-12.8662,0.4232
1693922503900045,-108.4877,13.3782,-12.8659,0.33447
1693922503999921,-108.4875,13.3788,-12.8659,0.45514
1693922504101000,-108.4873,13.3798,-12.8657,0.21977
1693922504200023,-108.4873,13.3791,-12.866,0.32907
1693922504299926,-108.4869,13.3779,-12.8666,0.41724
1693922504400885,-108.5004,13.3511,-12.8796,0.15089
1693922504699772,-107.9032,13.0943,-12.6609,0.10749
1693922504800927,-107.8928,13.1458,-12.3039,0.1217
1693922504899997,-107.8023,12.7467,-12.253,0.13708
1693922504999882,-107.7522,12.7319,-12.2647,0.14294
1693922505100882,-107.5755,12.7138,-12.2645,0.15729
1693922505200003,-107.2602,12.6468,-12.2851,0.18755
1693922505299732,-107.228,12.662,-12.2768,0.21898
1693922505399630,-106.9513,12.5187,-12.8534,0.23246
1693922505499950,-106.8811,12.4279,-12.7478,0.25778
1693922505599951,-107.0107,12.243,-11.9515,0.25314
1693922505699820,-107.0607,12.1074,-11.9011,0.2604
1693922505799979,-107.0755,12.0288,-11.9367,0.27582
1693922505899786,-107.0696,11.9457,-12.0079,0.29338
1693922505999788,-107.2725,11.9513,-11.9587,0.30056
1693922506199813,-107.2357,11.8326,-11.9432,0.30175
1693922506299850,-107.2074,11.7662,-11.9483,0.30276
1693922506400541,-107.2472,11.7937,-12.0033,0.31212
1693922506499879,-107.2688,11.7305,-11.9925,0.33664
1693922506599894,-108.1624,11.3717,-12.0089,0.35351
1693922506699946,-109.4252,11.1552,-11.9769,0.34855
1693922506799935,-109.7041,10.9139,-11.9852,0.35965
1693922506899596,-109.924,10.9577,-11.9179,0.37812
1693922506999940,-110.129,10.8931,-11.9272,0.39925
1693922507099828,-110.3549,10.8124,-11.9956,0.42307
1693922507199617,-110.5454,10.7173,-11.9698,0.44273
1693922507500126,-111.1018,10.4378,-11.9927,0.44843
1693922507600490,-111.226,10.419,-12.004,0.44224
1693922507699937,-111.3452,10.418,-12.0229,0.44351
1693922507799898,-111.4897,10.3509,-12.0809,0.45327
1693922507900119,-111.6829,10.2927,-12.0626,0.47149
1693922507999806,-111.8427,10.2094,-12.0869,0.49684
1693922508099782,-111.6032,10.4138,-12.0615,0.55151
1693922508199616,-111.6747,10.462,-12.0385,0.58677
1693922508299934,-111.79,10.4437,-12.0756,0.62932
1693922508399814,-111.3559,10.6866,-12.0764,0.66762
1693922508500129,-111.4654,10.6986,-11.9971,0.71255
1693922508599804,-111.8042,11.3901,-11.9857,0.73467
1693922508699875,-111.9027,11.4829,-12.0024,0.78188
1693922508800050,-112.0558,11.8278,-11.9629,0.7893
1693922508899869,-112.1679,12.1164,-11.9783,0.78601
1693922508999794,-112.1101,12.5006,-12.0511,0.79543
1693922509100027,-112.207,12.6631,-12.0221,0.80756
1693922509199876,-112.2647,12.9248,-12.0338,0.82556
1693922509299816,-112.4856,13.3368,-12.0855,0.83946
1693922509399635,-112.637,13.5241,-12.038,0.85434
1693922509500049,-113.1805,13.6657,-12.0302,0.89381
1693922509599687,-113.3359,13.8374,-12.0102,0.90864
1693922509900149,-113.5742,14.2786,-12.0372,0.93762
1693922510000530,-113.6957,14.435,-12.0159,0.94554
1693922510100292,-113.7947,14.5477,-12.0269,0.96527
1693922510199985,-113.4454,14.234,-12.0478,0.95478
1693922510299979,-113.495,14.3301,-12.0444,0.98774
1693922510399887,-113.5687,14.439,-12.055,1.02983
1693922510499630,-113.2237,14.093,-12.0465,0.97884
1693922510599744,-113.251,14.1614,-12.0275,1.01612
1693922510700057,-113.2752,14.209,-12.0495,1.03101
1693922510799841,-113.0063,13.9027,-12.0418,1.00948
1693922510900081,-112.9859,13.9215,-12.0385,1.01814
1693922510999921,-112.9788,13.9261,-12.0708,1.02819
1693922511099880,-112.7936,13.7414,-12.0385,1.00772
1693922511199861,-112.7126,13.7056,-12.059,1.01181
1693922511299751,-112.5744,13.6476,-12.0895,1.00968
1693922511400388,-112.437,13.5136,-12.0686,1.00003
1693922511499868,-112.3764,13.4881,-12.067,1.01087
1693922511599737,-112.2884,13.4325,-12.0795,1.01561
1693922511699822,-112.0985,13.2004,-12.116,1.00601
1693922511799597,-112.0237,13.15,-12.1337,1.01561
1693922511899724,-111.8639,13.0786,-12.145,1.0071
1693922511999876,-111.7221,12.8945,-12.1786,0.99589
1693922512099711,-111.6422,12.8315,-12.1961,1.00727
1693922512199676,-111.4043,12.6939,-12.1539,1.00625
1693922512299682,-111.3147,12.6242,-12.1665,1.0174
1693922512399707,-111.2278,12.5547,-12.1791,1.02877
1693922512499734,-111.1289,12.4825,-12.1767,1.03331
1693922512599896,-111.0381,12.4154,-12.1915,1.04447
1693922512699810,-110.9495,12.3466,-12.2059,1.05537
1693922512799704,-110.8668,12.2575,-12.2381,1.06344
1693922512899767,-110.7782,12.1868,-12.2569,1.07448
1693922512999715,-110.7877,12.0315,-12.4106,1.0478
1693922513099711,-110.5596,11.7785,-12.449,1.02931
1693922513199732,-110.4296,11.8164,-12.3044,1.01683
1693922513299648,-110.3354,11.7353,-12.315,1.02604
1693922513800257,-109.833,11.3282,-12.3664,1.03676
1693922513899762,-109.733,11.2441,-12.3847,1.03715
1693922513999598,-109.6276,11.1624,-12.4022,1.05341
1693922514199560,-109.43,10.9957,-12.4338,1.08083
1693922514299828,-109.3318,10.9091,-12.4538,1.09612
1693922514400486,-109.2289,10.8244,-12.4755,1.12544
1693922514499840,-109.1318,10.7363,-12.496,1.16246
1693922514599771,-109.0691,10.6039,-12.5296,1.20562
1693922514699774,-108.8585,10.4391,-12.7693,1.2612
1693922514799958,-108.7156,10.2795,-12.6251,1.31032
1693922514899652,-108.6091,10.1355,-12.6148,1.3325
1693922514999707,-108.4931,10.0254,-12.6382,1.34439
1693922515099627,-108.3431,9.5672,-12.5923,1.325
1693922515199793,-108.2267,9.4284,-12.6133,1.33541
1693922515299681,-107.8817,9.1938,-12.6531,1.32589
1693922515499914,-107.6009,8.8988,-12.6894,1.33838
1693922515799671,-107.1874,8.4612,-12.7427,1.37496
1693922515900159,-107.0442,8.3187,-12.7637,1.38615
1693922516099882,-106.7168,8.1472,-12.854,1.40664
1693922516199915,-106.312,8.4974,-12.8248,1.38436
1693922516299783,-106.0798,8.5163,-12.6872,1.39584
1693922516399886,-105.9024,8.4389,-12.6983,1.42714
1693922516699932,-105.3735,8.2054,-12.7149,1.4555
1693922516899766,-105.0134,8.0561,-12.7491,1.46653
1693922516999845,-104.833,7.9805,-12.7629,1.47664
1693922517099801,-104.6516,7.909,-12.7749,1.50179
1693922517199797,-104.4686,7.8428,-12.7984,1.52904
1693922517300170,-104.2894,7.7723,-12.8147,1.55187
1693922517399848,-104.1101,7.6997,-12.8328,1.56743
1693922517599773,-103.7559,7.5529,-12.8624,1.57938
1693922517699871,-103.5756,7.4795,-12.8824,1.60131
1693922517799947,-103.4095,7.4083,-12.9324,1.62115
1693922517899942,-103.2342,7.3376,-12.9563,1.63237
1693922518000273,-103.055,7.2566,-12.9786,1.63961
1693922518099942,-102.8652,7.1894,-13.0196,1.64113
1693922518200015,-102.6872,7.1178,-13.0478,1.64675
1693922518299904,-102.5073,7.0454,-13.0789,1.65146
1693922518399644,-102.3298,6.9717,-13.1092,1.65681
1693922518599883,-101.9728,6.8258,-13.1629,1.66278
1693922518699792,-101.7929,6.7565,-13.1938,1.67982
1693922518799739,-101.6152,6.6902,-13.2365,1.69445
1693922518899910,-101.4378,6.6198,-13.2856,1.70338
1693922519000139,-101.2585,6.55,-13.3385,1.71022
1693922519100309,-101.0992,6.4374,-13.5775,1.72054
1693922519200199,-100.9253,6.3587,-13.6358,1.72476
1693922519300152,-100.7513,6.2806,-13.6953,1.72849
1693922519399843,-100.5889,6.1842,-13.8162,1.72706
1693922519499879,-100.4164,6.1031,-13.8828,1.73088
1693922519700134,-100.1571,5.8902,-14.1946,1.72787
1693922519899852,-99.814,5.7585,-14.427,1.73201
1693922519999944,-99.6923,5.6833,-14.5848,1.71714
1693922520100302,-99.3604,5.3776,-14.5433,1.70973
1693922520199858,-99.1807,5.1056,-14.5903,1.75214
1693922520299973,-98.3252,5.2944,-14.6489,1.7535
1693922520399911,-97.7598,5.2709,-14.5786,1.74336
